model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,4.0,rho_4,400,5.0,2,3000,2030209,9,0,2.9394
vicsek,4.0,rho_4,400,5.0,2,3000,2030210,10,0,2.9574
vicsek,4.0,rho_4,400,5.0,2,3000,2030211,11,0,3.0029
vicsek,4.0,rho_4,400,5.0,2,3000,2030212,12,0,2.9544
vicsek,4.0,rho_4,400,5.0,2,3000,2030213,13,0,2.8943
vicsek,4.0,rho_4,400,5.0,2,3000,2030214,14,0,2.9882
vicsek,4.0,rho_4,400,5.0,2,3000,2030215,15,0,2.9073
vicsek,4.0,rho_4,400,5.0,2,3000,2030216,16,0,2.9616
vicsek,4.0,rho_4,400,5.0,2,3000,2030217,17,0,2.8804
vicsek,4.0,rho_4,400,5.0,2,3000,2030218,18,0,3.0699
vicsek,4.0,rho_4,400,5.0,2,3000,2030219,19,0,2.9407
vicsek,8.0,rho_8,800,1.0,0,3000,2060000,0,0,10.8211
vicsek,8.0,rho_8,800,1.0,0,3000,2060001,1,0,9.3389
vicsek,8.0,rho_8,800,1.0,0,3000,2060002,2,0,11.5546
vicsek,8.0,rho_8,800,1.0,0,3000,2060003,3,0,11.7988
vicsek,8.0,rho_8,800,1.0,0,3000,2060004,4,0,9.7582
vicsek,8.0,rho_8,800,1.0,0,3000,2060005,5,0,9.8181
vicsek,8.0,rho_8,800,1.0,0,3000,2060006,6,0,8.9701
vicsek,8.0,rho_8,800,1.0,0,3000,2060007,7,0,9.8356
vicsek,8.0,rho_8,800,1.0,0,3000,2060008,8,0,9.8016
vicsek,8.0,rho_8,800,1.0,0,3000,2060009,9,0,11.598
vicsek,8.0,rho_8,800,1.0,0,3000,2060010,10,0,10.5275
vicsek,8.0,rho_8,800,1.0,0,3000,2060011,11,0,9.5356
vicsek,8.0,rho_8,800,1.0,0,3000,2060012,12,0,9.7681
vicsek,8.0,rho_8,800,1.0,0,3000,2060013,13,0,9.1102
vicsek,8.0,rho_8,800,1.0,0,3000,2060014,14,0,8.931
vicsek,8.0,rho_8,800,1.0,0,3000,2060015,15,0,9.8553
vicsek,8.0,rho_8,800,1.0,0,3000,2060016,16,0,9.9328
vicsek,8.0,rho_8,800,1.0,0,3000,2060017,17,0,8.7566
vicsek,8.0,rho_8,800,1.0,0,3000,2060018,18,0,10.4142
vicsek,8.0,rho_8,800,1.0,0,3000,2060019,19,0,10.9563
vicsek,8.0,rho_8,800,3.0,1,3000,2060100,0,0,10.9464
vicsek,8.0,rho_8,800,3.0,1,3000,2060101,1,0,12.6835
vicsek,8.0,rho_8,800,3.0,1,3000,2060102,2,0,11.2977
vicsek,8.0,rho_8,800,3.0,1,3000,2060103,3,0,13.1764
vicsek,8.0,rho_8,800,3.0,1,3000,2060104,4,0,13.6957
vicsek,8.0,rho_8,800,3.0,1,3000,2060105,5,0,13.4161
vicsek,8.0,rho_8,800,3.0,1,3000,2060106,6,0,11.6118
vicsek,8.0,rho_8,800,3.0,1,3000,2060107,7,0,12.1821
vicsek,8.0,rho_8,800,3.0,1,3000,2060108,8,0,11.1864
vicsek,8.0,rho_8,800,3.0,1,3000,2060109,9,0,11.2836
vicsek,8.0,rho_8,800,3.0,1,3000,2060110,10,0,12.1155
vicsek,8.0,rho_8,800,3.0,1,3000,2060111,11,0,14.8989
vicsek,8.0,rho_8,800,3.0,1,3000,2060112,12,0,11.21
vicsek,8.0,rho_8,800,3.0,1,3000,2060113,13,0,11.9068
vicsek,8.0,rho_8,800,3.0,1,3000,2060114,14,0,12.1638
vicsek,8.0,rho_8,800,3.0,1,3000,2060115,15,0,11.7159
vicsek,8.0,rho_8,800,3.0,1,3000,2060116,16,0,11.2317
vicsek,8.0,rho_8,800,3.0,1,3000,2060117,17,0,10.6831
vicsek,8.0,rho_8,800,3.0,1,3000,2060118,18,0,10.5381
vicsek,8.0,rho_8,800,3.0,1,3000,2060119,19,0,10.2807
vicsek,8.0,rho_8,800,5.0,2,3000,2060200,0,0,8.975
vicsek,8.0,rho_8,800,5.0,2,3000,2060201,1,0,9.2927
vicsek,8.0,rho_8,800,5.0,2,3000,2060202,2,0,8.6308
