model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s,source_run
vicsek,8,rho_8,800,1,,3000,1122010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,1,,3000,1122019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,2,,3000,1124019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,3,,3000,1126019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,4,,3000,1128019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,5,,3000,1130019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132000,0,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132001,1,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132002,2,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132003,3,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132004,4,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132005,5,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132006,6,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132007,7,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132008,8,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132009,9,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132010,10,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132011,11,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132012,12,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132013,13,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132014,14,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132015,15,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132016,16,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132017,17,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132018,18,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
vicsek,8,rho_8,800,6,,3000,1132019,19,0,,vicsek_eta0_6_deta0p5_steps3000_R20_v1
