model,rho_label,eta,t,va_mean,va_stdev
voter,rho_4,0,4600,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4650,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4700,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4750,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4800,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4850,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4900,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,4950,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0,5000,0.9999999999999993,4.952216973049227e-15
voter,rho_4,0.050000000000000003,0,0.046289874765952435,0.018822304259053405
voter,rho_4,0.050000000000000003,50,0.3290720732825073,0.17242531390765506
voter,rho_4,0.050000000000000003,100,0.47515279199612703,0.22816347333156592
voter,rho_4,0.050000000000000003,150,0.546482573768577,0.23454329800415175
voter,rho_4,0.050000000000000003,200,0.5839667911791041,0.25080923788506043
voter,rho_4,0.050000000000000003,250,0.589589214402353,0.24214342389209206
voter,rho_4,0.050000000000000003,300,0.618866897853373,0.2781973872650199
voter,rho_4,0.050000000000000003,350,0.6859089959476391,0.2675095985589481
voter,rho_4,0.050000000000000003,400,0.6956345188602144,0.27478981795236895
voter,rho_4,0.050000000000000003,450,0.7121721564993232,0.2703513158072213
voter,rho_4,0.050000000000000003,500,0.7702031642819949,0.25232987904331255
voter,rho_4,0.050000000000000003,550,0.7715580420456651,0.23814495418958517
voter,rho_4,0.050000000000000003,600,0.7681261577496437,0.2566246557911585
voter,rho_4,0.050000000000000003,650,0.7587741762106063,0.286560214723959
voter,rho_4,0.050000000000000003,700,0.7962974532757086,0.256897767464193
voter,rho_4,0.050000000000000003,750,0.8093622279652024,0.254868248498296
voter,rho_4,0.050000000000000003,800,0.8294212422377945,0.20517066277640236
voter,rho_4,0.050000000000000003,850,0.8523796957594996,0.18333293781032567
voter,rho_4,0.050000000000000003,900,0.8854408073563027,0.15302668171803072
voter,rho_4,0.050000000000000003,950,0.8886901037425989,0.19104773884691764
voter,rho_4,0.050000000000000003,1000,0.8913585119021169,0.18686579300856634
voter,rho_4,0.050000000000000003,1050,0.9180709761825554,0.12368151176758539
voter,rho_4,0.050000000000000003,1100,0.9080771465447377,0.13918686425073898
voter,rho_4,0.050000000000000003,1150,0.899342853185148,0.16824176344794511
voter,rho_4,0.050000000000000003,1200,0.922297981342121,0.10103306624968653
voter,rho_4,0.050000000000000003,1250,0.9342291070168987,0.0712738660445531
