model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,2.0,rho_2,200,2.4,7,3000,1600705,5,0,2.3593
vicsek,2.0,rho_2,200,2.4,7,3000,1600706,6,0,1.8947
vicsek,2.0,rho_2,200,2.4,7,3000,1600707,7,0,2.1387
vicsek,2.0,rho_2,200,2.4,7,3000,1600708,8,0,1.9872
vicsek,2.0,rho_2,200,2.4,7,3000,1600709,9,0,2.2024
vicsek,2.0,rho_2,200,2.4,7,3000,1600710,10,0,1.8682
vicsek,2.0,rho_2,200,2.4,7,3000,1600711,11,0,1.947
vicsek,2.0,rho_2,200,2.4,7,3000,1600712,12,0,1.9778
vicsek,2.0,rho_2,200,2.4,7,3000,1600713,13,0,1.9196
vicsek,2.0,rho_2,200,2.4,7,3000,1600714,14,0,2.1503
vicsek,2.0,rho_2,200,2.4,7,3000,1600715,15,0,2.0575
vicsek,2.0,rho_2,200,2.4,7,3000,1600716,16,0,1.9941
vicsek,2.0,rho_2,200,2.4,7,3000,1600717,17,0,2.0353
vicsek,2.0,rho_2,200,2.4,7,3000,1600718,18,0,2.0399
vicsek,2.0,rho_2,200,2.4,7,3000,1600719,19,0,2.2168
vicsek,2.0,rho_2,200,2.6,8,3000,1600800,0,0,1.8982
vicsek,2.0,rho_2,200,2.6,8,3000,1600801,1,0,1.9174
vicsek,2.0,rho_2,200,2.6,8,3000,1600802,2,0,2.0354
vicsek,2.0,rho_2,200,2.6,8,3000,1600803,3,0,2.0529
vicsek,2.0,rho_2,200,2.6,8,3000,1600804,4,0,2.0909
vicsek,2.0,rho_2,200,2.6,8,3000,1600805,5,0,2.133
vicsek,2.0,rho_2,200,2.6,8,3000,1600806,6,0,2.0876
vicsek,2.0,rho_2,200,2.6,8,3000,1600807,7,0,1.9087
vicsek,2.0,rho_2,200,2.6,8,3000,1600808,8,0,1.9063
vicsek,2.0,rho_2,200,2.6,8,3000,1600809,9,0,2.0562
vicsek,2.0,rho_2,200,2.6,8,3000,1600810,10,0,2.0913
vicsek,2.0,rho_2,200,2.6,8,3000,1600811,11,0,2.0962
vicsek,2.0,rho_2,200,2.6,8,3000,1600812,12,0,1.9097
vicsek,2.0,rho_2,200,2.6,8,3000,1600813,13,0,1.8485
vicsek,2.0,rho_2,200,2.6,8,3000,1600814,14,0,1.7926
vicsek,2.0,rho_2,200,2.6,8,3000,1600815,15,0,2.0712
vicsek,2.0,rho_2,200,2.6,8,3000,1600816,16,0,1.8766
vicsek,2.0,rho_2,200,2.6,8,3000,1600817,17,0,1.8891
vicsek,2.0,rho_2,200,2.6,8,3000,1600818,18,0,1.8762
vicsek,2.0,rho_2,200,2.6,8,3000,1600819,19,0,2.002
vicsek,2.0,rho_2,200,2.8,9,3000,1600900,0,0,1.9457
vicsek,2.0,rho_2,200,2.8,9,3000,1600901,1,0,1.8993
vicsek,2.0,rho_2,200,2.8,9,3000,1600902,2,0,1.961
vicsek,2.0,rho_2,200,2.8,9,3000,1600903,3,0,1.9139
vicsek,2.0,rho_2,200,2.8,9,3000,1600904,4,0,2.0322
vicsek,2.0,rho_2,200,2.8,9,3000,1600905,5,0,1.9537
vicsek,2.0,rho_2,200,2.8,9,3000,1600906,6,0,1.933
vicsek,2.0,rho_2,200,2.8,9,3000,1600907,7,0,1.8664
vicsek,2.0,rho_2,200,2.8,9,3000,1600908,8,0,1.9398
vicsek,2.0,rho_2,200,2.8,9,3000,1600909,9,0,2.0039
vicsek,2.0,rho_2,200,2.8,9,3000,1600910,10,0,1.9198
vicsek,2.0,rho_2,200,2.8,9,3000,1600911,11,0,1.8968
vicsek,2.0,rho_2,200,2.8,9,3000,1600912,12,0,1.8356
vicsek,2.0,rho_2,200,2.8,9,3000,1600913,13,0,1.9973
vicsek,2.0,rho_2,200,2.8,9,3000,1600914,14,0,2.0358
vicsek,2.0,rho_2,200,2.8,9,3000,1600915,15,0,1.8868
vicsek,2.0,rho_2,200,2.8,9,3000,1600916,16,0,1.9777
vicsek,2.0,rho_2,200,2.8,9,3000,1600917,17,0,2.0551
vicsek,2.0,rho_2,200,2.8,9,3000,1600918,18,0,1.8635
vicsek,2.0,rho_2,200,2.8,9,3000,1600919,19,0,1.9492
vicsek,2.0,rho_2,200,3.2,10,3000,1601000,0,0,1.8542
vicsek,2.0,rho_2,200,3.2,10,3000,1601001,1,0,2.0092
vicsek,2.0,rho_2,200,3.2,10,3000,1601002,2,0,1.9125
vicsek,2.0,rho_2,200,3.2,10,3000,1601003,3,0,1.9531
vicsek,2.0,rho_2,200,3.2,10,3000,1601004,4,0,1.9937
vicsek,2.0,rho_2,200,3.2,10,3000,1601005,5,0,1.8334
vicsek,2.0,rho_2,200,3.2,10,3000,1601006,6,0,1.9645
vicsek,2.0,rho_2,200,3.2,10,3000,1601007,7,0,1.7012
vicsek,2.0,rho_2,200,3.2,10,3000,1601008,8,0,1.8576
vicsek,2.0,rho_2,200,3.2,10,3000,1601009,9,0,1.8887
vicsek,2.0,rho_2,200,3.2,10,3000,1601010,10,0,2.0102
vicsek,2.0,rho_2,200,3.2,10,3000,1601011,11,0,1.8806
vicsek,2.0,rho_2,200,3.2,10,3000,1601012,12,0,1.8032
vicsek,2.0,rho_2,200,3.2,10,3000,1601013,13,0,1.6844
vicsek,2.0,rho_2,200,3.2,10,3000,1601014,14,0,1.678
vicsek,2.0,rho_2,200,3.2,10,3000,1601015,15,0,1.6864
vicsek,2.0,rho_2,200,3.2,10,3000,1601016,16,0,1.8748
vicsek,2.0,rho_2,200,3.2,10,3000,1601017,17,0,1.7237
vicsek,2.0,rho_2,200,3.2,10,3000,1601018,18,0,1.8359
vicsek,2.0,rho_2,200,3.2,10,3000,1601019,19,0,1.9551
vicsek,2.0,rho_2,200,3.4,11,3000,1601100,0,0,1.8393
vicsek,2.0,rho_2,200,3.4,11,3000,1601101,1,0,1.893
vicsek,2.0,rho_2,200,3.4,11,3000,1601102,2,0,1.7152
vicsek,2.0,rho_2,200,3.4,11,3000,1601103,3,0,1.7941
vicsek,2.0,rho_2,200,3.4,11,3000,1601104,4,0,1.8654
vicsek,2.0,rho_2,200,3.4,11,3000,1601105,5,0,1.9202
