model,rho_label,rho_nominal,N,eta,base_seed,realization,steps,va_t0,S_t0,t_window_start,va_window_mean,va_window_stdev,S_window_mean,S_window_stdev,source_run
voter,rho_2,2,200,0.29999999999999999,1200405,5,3000,0.05254190897266536,0.985,1500,0.46531360302572056,0.1948912182498653,0.9525849433710859,0.062029148011329714,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200406,6,3000,0.06299573920011137,1.0,1500,0.5169543023157954,0.2002332954276329,0.9683644237175217,0.08632808396709646,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200407,7,3000,0.05823885846707366,0.995,1500,0.6701778078837902,0.18499482776013434,0.9921219187208528,0.01865687737003675,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200408,8,3000,0.027584166964476752,0.995,1500,0.4633227381810481,0.24314619589859976,0.9545969353764157,0.06611132247426021,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200409,9,3000,0.11959255618196206,1.0,1500,0.635483727861638,0.13851439506452906,0.9568620919387075,0.1103482176985868,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200410,10,3000,0.07425607071067496,1.0,1500,0.5358609561830114,0.20982616319590616,0.9865689540306462,0.017786956596204117,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200411,11,3000,0.07489158620582388,1.0,1500,0.6024574961170844,0.1867645953649005,0.920522984676882,0.16509715803214856,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200412,12,3000,0.024673479127124143,1.0,1500,0.6006996762866998,0.1545977454428392,0.9878514323784144,0.02239113673482001,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200413,13,3000,0.04805056875767906,1.0,1500,0.6460803056620141,0.19479793083515387,0.9803164556962025,0.025320394430447972,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200414,14,3000,0.14764871782733047,0.98,1500,0.5625080958311205,0.23565423807798017,0.9565689540306462,0.08664937775730455,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200415,15,3000,0.040431326339178175,0.965,1500,0.5851305502696844,0.1781935949277637,0.9846469020652897,0.043226491326054856,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200416,16,3000,0.08472550824593338,0.99,1500,0.6345263440703545,0.18138911707406755,0.980886075949367,0.015446314131362595,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200417,17,3000,0.047530736789767325,1.0,1500,0.5486018998598359,0.2032586979219721,0.9710393071285809,0.06740319226145688,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200418,18,3000,0.10098814106578363,1.0,1500,0.5778719501868246,0.17726897707099568,0.9490439706862093,0.07277823130114017,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.29999999999999999,1200419,19,3000,0.06077040743952687,1.0,1500,0.5422573633695287,0.20242571564521708,0.9738274483677548,0.09383809007000395,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200500,0,3000,0.021382223560783828,0.96,1500,0.4870392932999195,0.17705154442646498,0.9562791472351766,0.06106507509159126,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200501,1,3000,0.0408499618493014,0.99,1500,0.35203696925432343,0.16964918544048269,0.9121718854097269,0.13056166692332144,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200502,2,3000,0.06894467944879616,0.95,1500,0.4764407100715938,0.15185977493477817,0.982238507661559,0.037902875759554346,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200503,3,3000,0.06038655140157845,0.995,1500,0.46901895932920606,0.2049119703765988,0.911325782811459,0.08539894110609396,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200504,4,3000,0.04487838645937834,0.99,1500,0.406052077189744,0.1845658882132198,0.944467021985343,0.09836665295100601,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200505,5,3000,0.03866456543606398,0.99,1500,0.5261834421895351,0.13244964102709564,0.9409660226515657,0.09117743121040828,final_fine_grid_steps3000_R20_v1
voter,rho_2,2,200,0.40000000000000002,1200506,6,3000,0.02797761923280921,0.995,1500,0.41353937401642277,0.17642816879652456,0.9766822118587608,0.0540996034979801,final_fine_grid_steps3000_R20_v1
